"Response Codes - All"
"Address","Content","Status Code","Status","Indexability","Indexability Status","Inlinks","Response Time","Redirect URL","Redirect Type"
"http://stg-www.worldvision.ca/","text/html","301","Moved Permanently","Non-Indexable","Redirected","0","0.036","https://stg-www.worldvision.ca/","HTTP Redirect"
