"Response Codes - All"
"Address","Content","Status Code","Status","Indexability","Indexability Status","Inlinks","Response Time","Redirect URL","Redirect Type"
"https://catalogue.worldvision.ca/","text/html","301","Moved Permanently","Non-Indexable","Redirected","0","0.073","https://donate.worldvision.ca/pages/gift-catalogue","HTTP Redirect"
